year,ahe,bachelor,female,age
2012,24.038462,1,1,27
2012,16.483517,0,0,25
2012,25,0,0,29
2012,67.307693,1,1,29
2012,21.075001,0,1,32
2012,33.653847,1,1,25
2012,24.038462,1,0,31
2012,25.961538,1,1,26
2012,14.615385,1,0,27
2012,22.596153,1,1,29
2012,14.423077,1,1,27
2012,24.038462,0,0,31
2012,24.786325,1,1,27
2012,25.044724,1,0,25
2012,8.6263733,1,1,33
2012,50.48077,1,1,34
2012,12.820513,1,0,27
2012,23.557692,0,1,32
2012,17.788462,1,0,27
2012,18.990385,1,1,30
2012,19.930071,1,1,31
2012,8.8357592,0,1,29
2012,10.989011,1,1,27
2012,12.019231,0,0,34
2012,35.425102,0,0,31
2012,14.423077,1,1,30
2012,18.26923,0,0,31
2012,14.423077,0,0,26
2012,48.076923,1,1,26
2012,46.153847,1,1,27
2012,24.038462,1,1,25
2012,19.23077,1,0,31
2012,31.25,1,0,32
2012,19.23077,1,1,25
2012,8.1730766,0,1,25
2012,23,1,1,33
2012,27.692308,1,0,34
2012,11.538462,1,1,34
2012,9.6153851,0,0,25
2012,33.653847,1,0,32
2012,31.25,1,0,31
2012,18.461538,0,0,27
2012,9.89011,0,1,34
2012,22.766153,0,1,33
2012,19.23077,0,0,32
2012,24.038462,0,0,34
2012,11.538462,0,1,32
2012,18.26923,1,1,27
2012,43.75,1,0,28
2012,40.048077,1,1,28
2012,34.615383,1,0,33
2012,9.6153851,0,1,34
2012,10.989011,1,1,26
2012,9.6153851,0,0,30
2012,17.307692,1,0,26
2012,22.115385,0,0,27
2012,6.25,0,0,27
2012,13.888889,0,1,26
2012,37.660255,1,1,29
2012,11.778846,0,1,32
2012,25,0,0,29
2012,28.846153,1,1,33
2012,15.384615,1,0,30
2012,25.48077,1,0,32
2012,24.038462,1,1,29
2012,16.483517,1,1,27
2012,11.133603,1,1,33
2012,27.403847,0,0,29
2012,17.788462,1,0,31
2012,31.25,0,0,26
2012,16.826923,0,0,25
2012,19.23077,1,1,27
2012,15.865385,1,1,30
2012,17.948717,1,0,29
2012,9.6163464,0,0,25
2012,15.865385,1,1,25
2012,10.096154,1,1,33
2012,14.215686,0,0,33
2012,4.6703296,0,1,25
2012,32.575756,0,0,32
2012,9.375,1,0,25
2012,27.403847,0,0,27
2012,6.5934067,0,0,25
2012,29.807692,1,1,29
2012,19.23077,0,0,31
2012,6.4102564,0,0,30
2012,12.980769,0,1,32
2012,11.057693,1,0,30
2012,11.965812,1,0,28
2012,18.028847,1,0,25
2012,9.3406591,1,1,26
2012,24.038462,1,1,26
2012,9.6153851,1,0,31
2012,10.096154,0,0,32
2012,19.23077,0,0,26
2012,10.576923,0,1,27
2012,17.788462,0,1,25
2012,16.346153,1,1,29
2012,20.192308,0,0,28
2012,24.038462,0,0,27
2012,9.6153851,1,1,26
2012,12.019231,0,1,29
2012,12.820513,1,0,31
2012,36.752136,0,0,33
2012,8.1730766,0,1,27
2012,14.583333,0,1,29
2012,36.057693,1,1,34
2012,12.019231,0,0,34
2012,14.102564,1,1,27
2012,16.346153,1,0,26
2012,32.692307,0,0,32
2012,15.00077,0,0,34
2012,14.423077,0,0,32
2012,9.6153851,1,0,26
2012,14.903846,1,0,30
2012,19.23077,1,1,31
2012,10.5,0,1,27
2012,9.1346149,1,1,28
2012,10.683761,0,0,25
2012,21.634615,1,0,26
2012,14.423077,1,0,26
2012,25.641026,1,1,29
2012,16.826923,1,0,27
2012,17.788462,0,0,33
2012,20.192308,1,1,28
2012,12.980769,0,0,28
2012,15.384615,0,0,27
2012,15.162722,1,0,27
2012,24.038462,0,0,33
2012,24.038462,1,1,28
2012,22.596153,0,0,31
2012,20.08547,1,0,31
2012,26.442308,0,0,29
2012,7.1428571,1,1,29
2012,14.423077,1,1,25
2012,19.23077,0,0,26
2012,40.865383,1,0,32
2012,18.724697,0,1,34
2012,11.057693,0,0,30
2012,9.1346149,1,0,27
2012,28.846153,0,0,27
2012,16.345673,1,0,25
2012,8.6538458,1,1,30
2012,11.538462,0,1,30
2012,15.384615,0,0,30
2012,9.6153851,0,0,31
2012,12.019231,1,0,26
2012,10.096154,0,1,34
2012,16.826923,0,0,28
2012,16.346153,0,1,27
2012,14.423077,1,0,30
2012,20.833334,0,0,27
2012,12.019231,1,1,30
2012,14.423077,0,0,32
2012,14.423077,1,1,26
2012,14.730639,0,0,33
2012,11.111111,1,1,30
2012,11.057693,0,1,29
2012,25,1,1,28
2012,32.692307,1,0,28
2012,16.194332,1,1,32
2012,17.15,0,0,33
2012,37.5,1,0,34
2012,30.76923,1,0,31
2012,22.435898,1,1,31
2012,25,0,1,32
2012,24.038462,1,0,34
2012,33.653847,1,0,29
2012,28.365385,1,0,29
2012,27.692308,1,0,31
2012,16.826923,0,0,33
2012,15.721154,1,1,28
2012,52.884617,1,1,32
2012,11.394231,1,1,29
2012,45.673077,1,0,27
2012,15.865385,1,1,34
2012,34.134617,0,0,25
2012,11.057693,0,0,26
2012,9.0144234,0,0,26
2012,43.75,0,0,34
2012,4.8076925,0,1,33
2012,28.866346,1,0,30
2012,27.037981,1,1,31
2012,12.019231,1,1,26
2012,16.826923,1,0,32
2012,41.346153,1,0,26
2012,24.039423,1,1,27
2012,21.153847,1,1,25
2012,28.846153,1,0,34
2012,17.094017,1,0,30
2012,28.846153,1,1,27
2012,26.923077,1,0,25
2012,26.826923,1,0,25
2012,38.46154,1,0,32
2012,21.634615,1,1,25
2012,20.673077,1,0,31
2012,12.587413,0,0,33
2012,43.75,1,0,32
2012,40.048077,1,1,33
2012,29.069767,1,0,34
2012,36.057693,1,1,25
2012,35.256409,1,0,30
2012,45.673077,1,0,28
2012,16.346153,1,1,28
2012,26.442308,1,0,33
2012,16.826923,1,1,29
2012,19.23077,1,1,26
2012,23.076923,1,1,26
2012,52.884617,1,0,31
2012,24.038462,1,1,32
2012,15.734265,0,0,32
2012,8.0769234,0,1,28
2012,28.846153,0,0,31
2012,10,0,0,25
2012,38.46154,1,0,28
2012,23.076923,1,0,33
2012,21.153847,1,1,31
2012,12.307693,1,0,27
2012,15.384615,0,0,32
2012,11.458333,0,1,25
2012,26.442308,1,1,34
2012,13.736263,0,1,28
2012,22.596153,1,1,29
2012,32.967033,1,1,29
2012,21.634615,1,0,31
2012,23.388773,0,0,34
2012,5.7692308,1,1,34
2012,17.628204,0,1,30
2012,14.423077,0,0,28
2012,10.625,0,1,26
2012,12,0,0,28
2012,10.576923,0,1,32
2012,3.2051282,0,1,30
2012,14.423077,1,0,32
2012,31.25,0,0,27
2012,23.557692,1,1,27
2012,25,1,0,32
2012,15.384615,0,0,34
2012,28.846153,1,0,27
2012,21.634615,1,1,30
2012,20.192308,1,1,29
2012,9.6153851,1,0,32
2012,34.615383,1,0,34
2012,14.423077,1,1,31
2012,36.057693,1,0,33
2012,20.673077,1,0,25
2012,11.538462,0,0,26
2012,16.02564,1,0,29
2012,7.2115383,0,1,32
2012,32.388664,1,1,30
2012,28.846153,1,1,30
2012,17.712551,0,0,34
2012,30.76923,1,0,34
2012,27.403847,0,0,33
2012,17.307692,1,1,34
2012,27.472527,1,1,34
2012,15.811966,1,0,28
2012,17.307692,1,1,30
2012,21.635576,1,0,27
2012,33.653847,1,1,33
2012,28.34008,1,1,25
2012,10.204082,0,0,31
2012,7.6923075,0,1,27
2012,23.279352,1,0,28
2012,28.365385,1,1,28
2012,14.423077,1,1,33
2012,8.6538458,1,0,29
2012,8.8942308,1,1,31
2012,23.504274,1,0,29
2012,4.3269229,0,1,25
2012,17.307692,0,0,25
2012,10,0,1,25
2012,8.9903851,0,0,30
2012,26.923077,0,0,31
2012,14.423077,1,0,29
2012,17.712551,0,0,27
2012,33.653847,1,0,26
2012,18.26923,1,0,25
2012,31.25,1,1,32
2012,11.538462,0,0,25
2012,17.788462,0,0,25
2012,19.799999,0,0,32
2012,19.23077,1,1,28
2012,22.115385,0,0,28
2012,13.05668,1,0,27
2012,20.192308,0,0,29
2012,19.23077,1,1,25
2012,10.848126,1,1,32
2012,18.26923,1,1,28
2012,24.038462,1,0,28
2012,29.91453,1,0,32
2012,21.938776,0,1,33
2012,38.46154,1,0,28
2012,19.23077,0,0,32
2012,14.423077,0,1,26
2012,15.384615,0,1,30
2012,53.846153,0,1,30
2012,20,0,0,34
2012,24.038462,1,0,28
2012,24.038462,0,0,32
2012,14.423077,1,1,31
2012,7.9336538,0,1,30
2012,13.942307,0,0,30
2012,25.48077,1,0,31
2012,10.192307,0,0,32
2012,16.765285,1,1,34
2012,16.826923,1,1,27
2012,19.23077,0,0,30
2012,21.634615,1,1,26
2012,8.2417583,0,1,27
2012,16.826923,0,0,28
2012,13.942307,0,0,29
2012,43.26923,1,1,33
2012,33.653847,1,0,33
2012,33.653847,0,0,32
2012,18.131868,0,1,31
2012,19.23077,0,0,34
2012,17.307692,1,1,34
2012,9.6153851,0,0,31
2012,19.23077,0,0,30
2012,20.512821,0,0,28
2012,18.75,0,1,30
2012,32.307693,1,0,30
2012,17.788462,0,0,27
2012,13.7,0,1,32
2012,13.461538,0,0,32
2012,5.1288462,0,0,31
2012,11.965812,0,0,27
2012,12.244898,0,1,26
2012,9.375,1,0,25
2012,16.5,0,0,31
2012,13.678846,0,0,25
2012,24.038462,1,1,34
2012,20.192308,0,0,34
2012,9.3406591,0,1,33
2012,10.576923,1,1,34
2012,12,0,0,25
2012,21.635576,1,1,31
2012,19.23077,1,0,29
2012,14.423077,1,1,25
2012,11.538462,1,0,28
2012,12.980769,1,0,27
2012,12.019231,0,0,33
2012,27.243589,1,1,30
2012,14.285714,1,0,29
2012,28.846153,1,0,30
2012,30,1,0,26
2012,24.038462,1,0,30
2012,11.883654,0,1,33
2012,15.532544,0,1,33
2012,11.778846,0,0,30
2012,17.451923,1,1,30
2012,15.384615,1,1,30
2012,15.865385,1,1,33
2012,11.394231,1,1,34
2012,24.038462,1,0,34
2012,28.14259,0,0,28
2012,4.7542734,0,1,28
2012,8.625,0,0,32
2012,16.346153,0,1,32
2012,15.384615,1,1,32
2012,12.820513,0,0,31
2012,32.692307,1,0,33
2012,7.6923075,0,0,33
2012,9.6153851,0,0,34
2012,14.286813,0,1,34
2012,47.115383,1,0,32
2012,19.23077,1,1,32
2012,13.942307,0,0,26
2012,16.346153,0,0,25
2012,16.826923,1,1,34
2012,13.461538,0,0,33
2012,14.529915,1,0,27
2012,26.442308,1,1,34
2012,16.826923,1,0,31
2012,14.423077,0,0,28
2012,31.25,1,0,30
2012,27.307692,1,1,27
2012,17.307692,1,1,27
2012,13.461538,0,0,27
2012,37.5,1,0,34
2012,20.168856,1,1,26
2012,14.423077,0,0,29
2012,13.461538,0,1,27
2012,16.117788,1,1,28
2012,35.256409,0,0,34
2012,24.038462,0,0,30
2012,16.5,0,1,29
2012,74.519234,1,0,33
2012,14.792899,1,1,26
2012,22.596153,0,1,29
2012,19.23077,1,0,29
2012,26.875,1,0,33
2012,14.423077,1,0,28
2012,26.442308,1,0,29
2012,8.6538458,0,1,34
2012,10.096154,0,0,27
2012,30.288462,0,0,31
2012,16.826923,1,1,33
2012,15.865385,0,0,28
2012,14.957265,0,0,28
2012,8.7912092,0,0,27
2012,17.307692,1,0,26
2012,10,1,0,27
2012,4.2735043,1,1,27
2012,20.192308,1,1,32
2012,12.393163,0,0,30
2012,27.472527,1,1,31
2012,16.826923,0,0,33
2012,15.384615,1,0,29
2012,15.384615,1,0,31
2012,24.038462,1,1,33
2012,19.711538,0,1,32
2012,13.461538,0,0,31
2012,9.6153851,1,0,27
2012,9.2307692,1,1,33
2012,9.6153851,0,1,28
2012,24.509804,0,0,30
2012,2.4038463,1,1,33
2012,19.23077,0,0,26
2012,23.076923,1,0,28
2012,5.4945054,0,0,26
2012,29.380342,1,1,28
2012,12.019231,1,0,25
2012,22.970085,0,0,34
2012,12.019231,0,0,33
2012,20.192308,0,0,30
2012,13.461538,0,1,25
2012,54.545456,1,0,28
2012,9.592308,1,0,30
2012,17.307692,1,1,29
2012,24.038462,1,0,31
2012,19.23077,0,0,30
2012,17.307692,1,1,34
2012,4.8076925,0,1,31
2012,30.76923,1,1,30
2012,11.538462,0,0,29
2012,14.50625,0,0,29
2012,7.1314101,0,1,27
2012,15.865385,0,0,32
2012,19.58042,1,0,26
2012,23.076923,1,1,27
2012,6.5934067,0,1,34
2012,8.6538458,0,1,25
2012,10.576923,0,0,26
2012,15.384615,1,0,32
2012,14.423077,0,0,29
2012,17.582418,1,1,28
2012,23.076923,0,0,33
2012,15.384615,0,0,28
2012,11.057693,1,0,32
2012,24.038462,1,0,33
2012,9.6153851,0,0,28
2012,17.307692,0,0,29
2012,19.23077,0,0,28
2012,11,0,0,29
2012,17.712551,0,0,26
2012,5.7692308,1,1,25
2012,10,0,0,29
2012,16.826923,0,0,33
2012,8.6538458,0,0,32
2012,12,0,0,32
2012,13.743589,0,0,29
2012,11.904762,0,0,27
2012,6.7307692,0,1,28
2012,35.576923,0,0,28
2012,24.038462,1,1,26
2012,21.153847,0,0,28
2012,38.46154,1,1,26
2012,16.02564,0,0,30
2012,21.153847,1,1,25
2012,14.423077,1,0,29
2012,13.942307,0,1,30
2012,16.483517,1,1,32
2012,40.865383,1,1,33
2012,26.709402,1,1,27
2012,9.1346149,0,0,31
2012,15.385577,0,0,29
2012,12.884615,1,1,34
2012,23.504274,1,0,27
2012,37.01923,0,0,27
2012,15.934066,1,1,29
2012,10.489511,0,0,33
2012,14.423077,0,0,28
2012,10.096154,0,0,27
2012,6.6105771,0,1,31
2012,12.651822,0,0,34
2012,33.653847,1,0,31
2012,19.23077,0,0,26
2012,10.439561,0,0,27
2012,12.01656,0,0,28
2012,17.094017,0,0,30
2012,36.324787,1,0,29
2012,59.615383,1,0,26
2012,18.26923,0,0,34
2012,25,1,1,32
2012,19.23077,1,0,31
2012,19.23077,1,1,30
2012,12.5,0,0,30
2012,20.192308,1,1,33
2012,20.541958,1,0,28
2012,17,0,0,29
2012,32,0,0,27
2012,13,1,0,28
2012,22.115385,1,1,28
2012,10.913462,1,0,25
2012,62.5,1,0,26
2012,42.735043,1,1,34
2012,10.576923,0,0,34
2012,16.10577,1,1,27
2012,20.192308,0,0,26
2012,21.875,1,1,31
2012,15.384615,0,1,32
2012,14.423077,0,0,27
2012,16.826923,0,0,33
2012,12.8,0,1,30
2012,9.1346149,0,0,32
2012,22.596153,0,0,34
2012,57.692307,1,0,30
2012,38.943268,1,1,28
2012,28.846153,1,0,26
2012,19.23077,1,0,28
2012,25.961538,1,1,29
2012,25,1,1,32
2012,17.307692,0,1,33
2012,39.423077,1,1,34
2012,16.923077,1,0,34
2012,11.538462,0,0,30
2012,12.019231,0,1,34
2012,16.153847,1,0,27
2012,21.25506,1,1,28
2012,18.131868,1,0,29
2012,16.700405,1,0,28
2012,12.980769,1,1,34
2012,21.367521,1,1,34
2012,10.989011,0,0,25
2012,7.1428571,0,1,30
2012,20.032051,1,1,32
2012,25.408653,1,1,32
2012,15.865385,0,1,31
2012,32.5,0,0,28
2012,9.1346149,0,0,26
2012,5.3296704,0,1,34
2012,24.038462,1,0,29
2012,21.634615,0,0,34
2012,6.9230771,0,1,32
2012,12.980769,0,0,29
2012,12.980769,0,1,29
2012,29.246796,0,0,32
2012,9.4304733,1,1,34
2012,21.538462,1,0,32
2012,17.712551,1,0,28
2012,16.346153,0,0,31
2012,14.903846,0,0,28
2012,13,1,1,28
2012,29.5,1,0,29
2012,9.9206352,0,0,27
2012,9.1346149,0,1,25
2012,9,1,0,26
2012,19.23077,1,1,33
2012,24,0,0,27
2012,15.384615,0,0,27
2012,18.75,0,0,26
2012,12.5,0,0,30
2012,19.23077,0,1,32
2012,14.423077,0,1,27
2012,19.23077,0,0,29
2012,12.019231,0,0,33
2012,11.538462,0,1,31
2012,13.461538,0,0,32
2012,3.2051282,0,1,25
2012,25.961538,1,0,30
2012,13.461538,0,1,25
2012,10.576923,0,0,27
2012,31.25,1,1,26
2012,17.628204,0,0,30
2012,16.826923,1,1,28
2012,5.4945054,0,1,30
2012,18.028847,0,0,27
2012,15.384615,1,1,27
2012,19.23077,0,0,31
2012,22.596153,0,0,28
2012,12.5,1,1,33
2012,24.038462,1,1,28
2012,16.826923,1,0,34
2012,17.067308,1,1,29
2012,20.879122,0,0,32
2012,16.666666,1,1,30
2012,55.28846,1,0,30
2012,33.653847,1,0,30
2012,25.641026,1,0,30
2012,36.057693,1,1,32
2012,43.26923,0,0,34
2012,8.9795914,1,1,33
2012,19.23077,1,0,29
2012,14.766483,1,1,25
2012,11.057693,0,0,27
2012,13.186813,0,0,33
2012,15.384615,0,0,34
2012,8.4134617,0,1,25
2012,60.096153,1,0,33
2012,16.826923,1,0,34
2012,9.5512819,0,0,32
2012,20.19327,1,1,33
2012,8.8461542,1,0,29
2012,13.269231,1,1,25
2012,13.269231,1,1,25
2012,13.2,1,0,33
2012,16.826923,1,0,27
2012,12.019231,0,1,27
2012,9.6153851,0,0,29
2012,43.402779,1,1,29
2012,40.865383,1,0,31
2012,33.653847,1,1,31
2012,37.01923,1,0,30
2012,28.476332,1,0,27
2012,22.959183,1,0,33
2012,15,0,0,25
2012,19.23077,1,0,26
2012,7.5,0,1,28
2012,57.692307,1,0,31
2012,16.346153,1,1,25
2012,7.2115383,0,0,27
2012,7.2115383,0,1,27
2012,28.846153,1,0,31
2012,35.256409,1,1,31
2012,17.307692,1,0,30
2012,19.78022,1,1,29
2012,15.625,0,1,30
2012,34.188034,1,0,27
2012,31.981251,1,1,27
2012,29.807692,1,1,25
2012,28.846153,1,1,29
2012,33.846153,1,0,27
2012,21.367521,1,0,31
2012,24.038462,1,0,31
2012,24.038462,1,1,28
2012,16.346153,1,1,25
2012,18.270193,1,0,27
2012,21.634615,1,1,29
2012,19.23077,0,0,26
2012,26.923077,1,0,32
2012,8.6538458,1,0,26
2012,7.5,0,1,27
2012,60.096153,1,0,32
2012,32.692307,1,1,31
2012,53.846153,1,1,26
2012,12.980769,0,1,33
2012,11.057693,1,1,26
2012,8.6538458,0,1,27
2012,19.583334,1,1,34
2012,6.5934067,1,0,31
2012,25,0,0,34
2012,16.346153,0,1,34
2012,25.839905,0,0,32
2012,10.096154,0,1,26
2012,14.423077,1,1,27
2012,11.538462,0,0,30
2012,8.8461542,0,0,30
2012,24.951923,1,1,34
2012,16.642012,1,1,31
2012,48.076923,1,0,30
2012,20.242914,1,0,27
2012,26.442308,1,0,25
2012,16.826923,1,1,32
2012,9.6153851,0,1,32
2012,17.307692,0,0,33
2012,9.6153851,0,1,32
2012,16.826923,1,1,31
2012,14.423077,1,1,30
2012,17.094017,0,0,25
2012,11.538462,0,1,31
2012,11.538462,1,0,31
2012,55.28846,0,0,31
2012,10,0,1,31
2012,12.019231,1,0,27
2012,30.76923,1,1,27
2012,12.980769,0,1,34
2012,12.943787,1,1,28
2012,19.23077,1,1,30
2012,42.735043,1,0,32
2012,25.726496,1,0,26
2012,15.106837,1,1,25
2012,18.75,1,0,26
2012,39.903847,1,1,25
2012,14.423077,0,0,33
2012,16.826923,1,0,26
2012,19.711538,1,0,25
2012,14.423077,1,1,25
2012,6.8108974,0,0,29
2012,10.096154,0,0,32
2012,28.476332,1,0,32
2012,9.8290596,1,0,29
2012,7.2115383,0,1,25
2012,38.46154,1,0,29
2012,4.5918369,0,0,27
2012,13.675214,0,1,32
2012,15.072765,1,1,29
2012,14.115385,0,1,28
2012,9.1093121,0,0,30
2012,8.7912092,0,0,33
2012,7.6923075,0,0,26
2012,6.4102564,0,0,25
2012,11.923077,0,0,31
2012,25.240385,1,0,29
2012,21.634615,1,1,33
2012,36.630035,1,0,27
2012,13.846154,1,1,32
2012,24.038462,1,0,30
2012,25.240385,1,0,28
2012,12.740385,1,1,27
2012,42.735043,1,0,34
2012,28.632479,1,1,34
2012,12.587413,0,0,28
2012,24.038462,0,0,34
2012,11.057693,1,0,27
2012,16.117788,1,1,29
2012,16.666666,0,1,34
2012,18.75,1,1,27
2012,13.736263,1,0,28
2012,17.094017,1,0,27
2012,24.038462,1,0,26
2012,17.307692,0,0,32
2012,11.538462,0,0,25
2012,8.7912092,0,1,30
2012,21.634615,1,1,29
2012,21.153847,0,0,32
2012,15.384615,1,0,30
2012,24.759615,1,1,29
2012,28.846153,1,0,25
2012,21.367521,1,1,31
2012,12.019231,0,1,32
2012,18.75,1,1,28
2012,9.0615387,0,1,34
2012,23.931623,0,1,31
2012,13.802197,1,1,27
2012,16.826923,0,1,31
2012,8.6538458,1,1,27
2012,11.834319,0,0,28
2012,26.201923,1,1,30
2012,15.865385,0,0,33
2012,14.903846,0,0,31
2012,11.057693,0,0,33
2012,21.923077,0,0,33
2012,16.826923,1,1,33
2012,8.6538458,0,0,29
2012,31.250961,1,1,31
2012,44.71154,1,0,28
2012,35.256409,0,0,33
2012,37.5,1,1,28
2012,16.826923,0,0,33
2012,38.46154,0,1,33
2012,13.942307,0,0,32
2012,9.89011,0,1,30
2012,2.3076923,1,1,31
2012,2.5,0,1,30
2012,6.8376069,0,0,26
2012,19.711538,0,0,28
2012,22.596153,1,1,31
2012,28.846153,1,0,34
2012,21.153847,1,1,30
2012,12.019231,0,1,32
2012,27.472527,0,1,31
2012,10.989011,0,1,30
2012,19.23077,1,1,28
2012,6.0096154,0,0,28
2012,49.572651,1,0,33
2012,14.823718,0,1,25
2012,32.733223,0,0,31
2012,9.3406591,0,1,30
2012,24.038462,0,0,28
2012,22.692308,0,0,32
2012,19.006731,1,0,25
2012,5.7692308,0,1,34
2012,6.7307692,0,1,27
2012,17.307692,1,0,27
2012,12.5,0,1,28
2012,14.957265,0,0,34
2012,4.9038463,0,0,28
2012,16.194332,1,1,31
2012,9.6153851,1,0,31
2012,9.1346149,0,0,25
2012,14.423077,1,1,26
2012,5.4945054,0,1,34
2012,21.153847,0,0,28
2012,32.692307,0,0,31
2012,25.961538,1,0,27
2012,7.0266271,1,1,31
2012,23.076923,1,0,34
2012,26.442308,1,1,30
2012,3.9246469,0,1,28
2012,20.08547,0,0,31
2012,18.75,0,1,32
2012,17.628204,1,0,34
2012,36.324787,1,1,34
2012,35.576923,0,0,34
2012,13.675214,0,0,30
2012,15.384615,0,0,33
2012,8.1730766,0,0,27
2012,7.1428571,0,1,25
2012,20,0,0,26
2012,24.038462,0,0,32
2012,22.115385,1,1,32
2012,30,1,0,33
2012,17.948717,1,0,27
2012,13.605769,1,1,29
2012,19.23077,1,1,30
2012,25,1,1,28
2012,19.23077,1,0,33
2012,16.117788,1,1,29
2012,16.826923,1,1,27
2012,23.076923,1,0,26
2012,16.826923,0,0,28
2012,14.423077,0,0,28
2012,13.410932,1,1,32
2012,31.25,1,1,31
2012,34.615383,1,0,31
2012,7.5,0,0,30
2012,57.692307,1,0,34
2012,12.019231,0,0,32
2012,35.256409,1,1,25
2012,33.653847,1,0,28
2012,16.346153,0,1,30
2012,18.26923,0,1,32
2012,16.642012,0,0,33
2012,22.115385,1,0,31
2012,19.23077,0,1,34
2012,2.4038463,1,0,25
2012,12.362638,0,0,32
2012,12.980769,1,1,29
2012,15.384615,1,1,32
2012,25.490196,1,1,31
2012,31.25,1,1,28
2012,29.380342,1,0,33
2012,12.019231,0,1,27
2012,10.576923,1,1,26
2012,7.2115383,0,0,25
2012,17.094017,0,0,28
2012,22.596153,1,0,30
2012,15.865385,1,1,29
2012,17.307692,1,1,34
2012,13.942307,0,0,27
2012,17.307692,1,1,33
2012,24.038462,0,1,29
2012,21.635576,1,0,27
2012,36.057693,1,1,28
2012,30.76923,1,0,34
2012,12.980769,0,0,34
2012,12.019231,0,0,29
2012,15.384615,0,1,25
2012,12.740385,0,0,28
2012,29.380342,1,1,32
2012,14.903846,0,1,29
2012,11.752137,0,1,26
2012,5.4945054,0,0,30
2012,11.538462,0,1,32
2012,30.448717,1,0,33
2012,16.154615,0,0,30
2012,8.2236843,0,1,30
2012,7.4074073,1,1,25
2012,10.416667,0,0,26
2012,29.086538,1,0,32
2012,36.057693,0,0,30
2012,10.096154,0,0,34
2012,28.846153,1,0,31
2012,33.653847,1,0,31
2012,19.23077,1,0,31
2012,19.23077,1,0,25
2012,24.038462,1,0,25
2012,32.051281,0,0,33
2012,46.39423,1,0,32
2012,7.6923075,0,1,32
2012,16.826923,1,0,32
2012,15.384615,0,1,28
2012,25,1,1,34
2012,24.038462,1,0,34
2012,12.820513,0,0,34
2012,36.057693,1,1,28
2012,21.634615,1,1,26
2012,21.367521,1,0,30
2012,13.942307,0,0,29
2012,17.788462,0,0,29
2012,7.3964496,1,0,30
2012,15.384615,0,0,33
2012,9.2948713,0,0,34
2012,10.576923,0,1,29
2012,6.9230771,0,0,32
2012,4.8076925,0,0,32
2012,28.846153,1,0,30
2012,13.461538,0,0,25
2012,8.654808,0,1,33
2012,37.98077,1,1,32
2012,11.298077,0,0,26
2012,43.270191,1,0,27
2012,25.641026,1,1,28
2012,15.625,0,1,34
2012,14.285714,0,0,29
2012,18.26923,0,1,33
2012,22.035257,1,1,33
2012,21.634615,1,1,25
2012,34.615383,0,0,34
2012,15.251989,0,0,30
2012,21.634615,0,0,34
2012,9.4017096,0,1,29
2012,13.461538,1,0,29
2012,4.8076925,0,1,34
2012,7.9670329,0,1,28
2012,24.520193,0,0,30
2012,12.067307,1,1,26
2012,12.980769,1,0,25
2012,29.326923,1,1,27
2012,14.423077,1,0,28
2012,46.153847,1,0,33
2012,18.162394,0,0,28
2012,11.538462,1,1,33
2012,5.7692308,0,0,31
2012,20.390385,0,1,27
2012,12.820513,0,0,33
2012,21.153847,1,1,29
2012,40.865383,1,0,28
2012,4.3706293,0,0,25
2012,26.923077,1,0,27
2012,22.115385,1,0,25
2012,23.076923,1,0,31
2012,25.48077,1,1,31
2012,9.375,0,1,31
2012,22.5,0,0,30
2012,14.423077,1,0,25
2012,14.792899,0,0,34
2012,2.3076923,1,1,26
2012,40.865383,1,0,29
2012,21.634615,1,1,34
2012,4.523077,0,1,25
2012,72.115387,1,0,32
2012,16.826923,1,1,32
2012,5.7692308,1,1,31
2012,4.11449,0,0,27
2012,16.826923,0,0,26
2012,13.461538,0,1,29
2012,19.23077,0,1,30
2012,16.944445,0,1,28
2012,33.216782,1,0,31
2012,21.634615,1,1,27
2012,25.106838,1,1,30
2012,14.957265,0,0,32
2012,16.826923,1,1,26
2012,25.213675,1,0,32
2012,6.8681316,0,1,34
2012,23.076923,1,1,26
2012,19.23077,1,0,34
2012,10.416667,0,0,26
2012,18.543957,1,0,28
2012,22.968803,0,0,31
2012,14.97735,1,1,32
2012,17.521368,1,1,33
2012,10,0,1,29
2012,34.188034,1,0,32
2012,13.461538,0,0,33
2012,28.846153,1,1,32
2012,22.35577,0,0,28
2012,33.333332,1,1,34
2012,19.23077,0,0,32
2012,15.10989,0,0,32
2012,28.846153,0,0,32
2012,11.217949,0,1,29
2012,13.461538,0,0,34
2012,14.903846,0,1,34
2012,20.833334,0,0,28
2012,29.91453,1,0,30
2012,24.786325,1,1,27
2012,30.76923,1,0,29
2012,12.019231,0,0,28
2012,14.038462,1,1,28
2012,38.46154,0,0,30
2012,25,1,0,30
2012,9.89011,1,0,30
2012,18,1,0,28
2012,15.384615,1,0,27
2012,21.634615,0,0,31
2012,8.6538458,0,0,29
2012,16.538462,1,1,27
2012,23.626373,1,1,30
2012,16.239317,0,0,33
2012,11,0,0,26
2012,7.6923075,0,1,25
2012,30.448717,1,0,32
2012,25.280001,0,0,29
2012,22.115385,1,0,33
2012,17.948717,0,0,34
2012,12.762238,1,1,27
2012,13.461538,0,0,32
2012,18.315018,1,1,34
2012,24.5,1,1,27
2012,16.666666,1,0,32
2012,17.788462,1,1,29
2012,17.789423,1,1,32
2012,21.367521,1,1,25
2012,19.23077,1,0,25
2012,21.153847,1,1,29
2012,33.653847,1,0,29
2012,17.094872,1,1,28
