sex,age,mrd,educ,cworker,region,race,earnings,height,weight,occupation
0:female,48,"1:Married, sps in hh",18,4:Local Govt emp,2:Midwest,non-hispanic white,49430.109,63,125,2
0:female,41,3:Divorced,18,3:State Govt emp,3:South,non-hispanic white,33712.969,65,108,2
0:female,30,6:Never Married,17,1:Private company,1:Northeast,other,49430.109,60,100,2
0:female,29,6:Never Married,17,4:Local Govt emp,4:West,non-hispanic white,23362.873,69,275,2
0:female,37,"1:Married, sps in hh",18,3:State Govt emp,4:West,non-hispanic white,84054.75,64,125,2
0:female,46,"1:Married, sps in hh",16,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,62,115,2
0:female,43,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic black,84054.75,66,170,2
0:female,46,3:Divorced,18,4:Local Govt emp,3:South,non-hispanic white,28560.387,64,170,2
0:female,30,6:Never Married,18,1:Private company,2:Midwest,non-hispanic white,84054.75,68,140,2
0:female,27,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,84054.75,66,130,2
0:female,54,"1:Married, sps in hh",17,4:Local Govt emp,4:West,non-hispanic white,84054.75,64,501,2
0:female,55,3:Divorced,17,4:Local Govt emp,2:Midwest,non-hispanic white,28560.387,64,140,2
0:female,43,"1:Married, sps in hh",16,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,66,130,2
0:female,46,3:Divorced,8,1:Private company,4:West,non-hispanic white,20305.51,68,250,2
0:female,47,"1:Married, sps in hh",17,4:Local Govt emp,2:Midwest,non-hispanic white,44152.16,67,155,2
0:female,51,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic black,44152.16,66,190,2
0:female,43,5:Separated,16,4:Local Govt emp,2:Midwest,non-hispanic black,20305.51,66,132,2
0:female,38,6:Never Married,17,1:Private company,3:South,non-hispanic white,28560.387,63,155,2
0:female,56,"1:Married, sps in hh",17,3:State Govt emp,3:South,non-hispanic black,44152.16,65,135,2
0:female,51,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,49430.109,67,190,2
0:female,25,6:Never Married,18,6:Self-employed,4:West,non-hispanic white,23362.873,64,135,2
0:female,45,"1:Married, sps in hh",14,1:Private company,1:Northeast,non-hispanic white,84054.75,64,140,2
0:female,49,"1:Married, sps in hh",16,3:State Govt emp,4:West,non-hispanic black,84054.75,65,160,2
0:female,44,6:Never Married,17,4:Local Govt emp,3:South,non-hispanic white,28560.387,66,175,2
0:female,57,"1:Married, sps in hh",12,4:Local Govt emp,2:Midwest,non-hispanic white,38925.336,65,150,2
0:female,50,"1:Married, sps in hh",18,1:Private company,2:Midwest,non-hispanic white,84054.75,63,150,2
0:female,31,6:Never Married,18,4:Local Govt emp,2:Midwest,non-hispanic white,44152.16,58,130,2
0:female,28,"1:Married, sps in hh",14,4:Local Govt emp,2:Midwest,non-hispanic white,49430.109,64,115,2
0:female,42,3:Divorced,18,4:Local Govt emp,2:Midwest,non-hispanic white,33712.969,65,187,2
0:female,59,3:Divorced,18,4:Local Govt emp,2:Midwest,non-hispanic white,28560.387,66,160,2
0:female,55,"1:Married, sps in hh",16,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,67,160,2
0:female,29,"1:Married, sps in hh",14,1:Private company,1:Northeast,non-hispanic white,84054.75,65,112,2
0:female,42,6:Never Married,16,1:Private company,3:South,non-hispanic white,23362.873,62,180,2
0:female,26,"1:Married, sps in hh",16,4:Local Govt emp,2:Midwest,non-hispanic black,84054.75,61,140,2
0:female,32,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,69,120,2
0:female,33,"1:Married, sps in hh",16,2:Fed Govt emp,3:South,non-hispanic white,28560.387,63,112,2
0:female,34,"1:Married, sps in hh",12,1:Private company,4:West,hispanic,84054.75,64,125,2
0:female,30,5:Separated,18,1:Private company,4:West,non-hispanic white,18168.842,64,140,2
0:female,44,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,61,95,2
0:female,46,5:Separated,13,1:Private company,2:Midwest,non-hispanic white,28560.387,61,128,2
0:female,39,"1:Married, sps in hh",15,1:Private company,2:Midwest,non-hispanic white,33712.969,63,185,2
0:female,65,3:Divorced,14,4:Local Govt emp,4:West,non-hispanic white,19237.195,64,160,2
0:female,42,"1:Married, sps in hh",16,4:Local Govt emp,1:Northeast,non-hispanic white,49430.109,62,140,2
0:female,48,"1:Married, sps in hh",12,4:Local Govt emp,3:South,non-hispanic black,8826.6514,64,160,2
0:female,25,6:Never Married,17,1:Private company,2:Midwest,non-hispanic white,12954.766,68,190,2
0:female,38,"1:Married, sps in hh",14,6:Self-employed,2:Midwest,non-hispanic white,33712.969,61,125,2
0:female,54,"1:Married, sps in hh",17,4:Local Govt emp,2:Midwest,non-hispanic white,28560.387,67,185,2
0:female,42,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic white,49430.109,62,110,2
0:female,57,"1:Married, sps in hh",14,6:Self-employed,2:Midwest,non-hispanic white,38925.336,65,118,2
0:female,37,"1:Married, sps in hh",12,3:State Govt emp,2:Midwest,non-hispanic black,33712.969,65,145,2
0:female,48,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,62,132,2
0:female,54,6:Never Married,17,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,67,150,2
0:female,25,6:Never Married,18,1:Private company,3:South,non-hispanic white,84054.75,69,145,2
0:female,46,"1:Married, sps in hh",16,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,62,115,2
0:female,39,"1:Married, sps in hh",14,4:Local Govt emp,3:South,non-hispanic white,28560.387,66,140,2
0:female,37,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,62,123,2
0:female,34,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,33712.969,68,155,2
0:female,34,3:Divorced,14,1:Private company,2:Midwest,non-hispanic white,33712.969,65,125,2
0:female,41,"1:Married, sps in hh",16,3:State Govt emp,3:South,non-hispanic white,84054.75,64,170,2
0:female,42,"1:Married, sps in hh",18,4:Local Govt emp,4:West,non-hispanic white,84054.75,68,250,2
0:female,50,3:Widowed,18,1:Private company,4:West,non-hispanic white,84054.75,65,135,2
0:female,48,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,67,180,2
0:female,64,3:Widowed,18,4:Local Govt emp,1:Northeast,hispanic,84054.75,65,170,2
0:female,44,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,44152.16,68,195,2
0:female,54,"1:Married, sps in hh",18,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,66,145,2
0:female,41,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,84054.75,64,106,2
0:female,44,"1:Married, sps in hh",18,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,68,130,2
0:female,55,3:Widowed,16,4:Local Govt emp,2:Midwest,non-hispanic white,38925.336,69,200,2
0:female,32,3:Divorced,16,4:Local Govt emp,3:South,non-hispanic white,23362.873,60,117,2
0:female,58,"1:Married, sps in hh",18,3:State Govt emp,3:South,non-hispanic white,84054.75,64,135,2
0:female,43,"1:Married, sps in hh",16,4:Local Govt emp,2:Midwest,non-hispanic white,33712.969,63,145,2
0:female,48,6:Never Married,19,4:Local Govt emp,2:Midwest,hispanic,20305.51,68,138,2
0:female,31,6:Never Married,18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,64,501,2
0:female,56,3:Divorced,15,1:Private company,1:Northeast,non-hispanic white,38925.336,67,135,2
0:female,30,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,64,165,2
0:female,50,3:Divorced,15,6:Self-employed,4:West,non-hispanic white,7782.854,63,128,2
0:female,30,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,63,165,2
0:female,49,3:Widowed,16,1:Private company,4:West,non-hispanic white,84054.75,64,175,2
0:female,28,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic white,84054.75,66,130,2
0:female,49,6:Never Married,18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,67,142,2
0:female,47,"1:Married, sps in hh",18,3:State Govt emp,1:Northeast,non-hispanic white,84054.75,64,501,2
0:female,28,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,38925.336,66,150,2
0:female,29,3:Divorced,17,4:Local Govt emp,3:South,non-hispanic white,11953.455,69,135,2
0:female,47,"1:Married, sps in hh",14,3:State Govt emp,1:Northeast,non-hispanic white,38925.336,65,130,2
0:female,47,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,65,220,2
0:female,40,"1:Married, sps in hh",18,6:Self-employed,1:Northeast,non-hispanic white,84054.75,62,110,2
0:female,49,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic white,84054.75,65,130,2
0:female,35,"1:Married, sps in hh",18,3:State Govt emp,4:West,other,84054.75,66,180,2
0:female,46,3:Divorced,17,1:Private company,4:West,non-hispanic white,28560.387,63,130,2
0:female,47,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,63,155,2
0:female,41,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,67,133,2
0:female,28,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,64,125,2
0:female,50,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,44152.16,67,137,2
0:female,32,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,49430.109,61,120,2
0:female,61,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic black,84054.75,62,170,2
0:female,40,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,67,155,2
0:female,40,3:Divorced,16,4:Local Govt emp,3:South,hispanic,28560.387,62,120,2
0:female,49,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic white,84054.75,60,106,2
0:female,49,3:Divorced,16,4:Local Govt emp,3:South,non-hispanic white,33712.969,68,205,2
0:female,34,6:Never Married,16,3:State Govt emp,2:Midwest,non-hispanic white,14021.395,64,160,2
0:female,46,"1:Married, sps in hh",16,1:Private company,3:South,other,44152.16,62,118,2
0:female,34,"1:Married, sps in hh",18,4:Local Govt emp,2:Midwest,non-hispanic white,44152.16,66,150,2
0:female,44,3:Divorced,16,3:State Govt emp,2:Midwest,non-hispanic black,33712.969,64,200,2
0:female,35,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,67,140,2
0:female,37,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,49430.109,65,140,2
0:female,43,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,70,185,2
0:female,46,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,62,123,2
0:female,39,6:Never Married,18,1:Private company,1:Northeast,non-hispanic white,84054.75,63,200,2
0:female,31,"1:Married, sps in hh",14,1:Private company,4:West,other,84054.75,59,114,2
0:female,45,"1:Married, sps in hh",18,5:Incorporated bus,1:Northeast,non-hispanic white,84054.75,66,160,2
0:female,35,6:Never Married,16,1:Private company,4:West,non-hispanic white,28560.387,65,139,2
0:female,39,"1:Married, sps in hh",18,1:Private company,3:South,other,84054.75,61,105,2
0:female,45,3:Divorced,17,4:Local Govt emp,2:Midwest,non-hispanic white,49430.109,68,165,2
0:female,62,3:Divorced,18,1:Private company,4:West,other,28560.387,60,135,2
0:female,25,6:Never Married,16,4:Local Govt emp,2:Midwest,non-hispanic white,14021.395,65,140,2
0:female,33,"1:Married, sps in hh",17,1:Private company,2:Midwest,non-hispanic white,49430.109,68,150,2
0:female,25,6:Never Married,12,1:Private company,3:South,non-hispanic black,18168.842,61,190,2
0:female,40,"1:Married, sps in hh",17,6:Self-employed,2:Midwest,non-hispanic white,28560.387,66,168,2
0:female,38,"1:Married, sps in hh",14,1:Private company,4:West,non-hispanic white,84054.75,62,110,2
0:female,58,"1:Married, sps in hh",12,5:Incorporated bus,1:Northeast,non-hispanic white,84054.75,66,135,2
0:female,62,3:Divorced,12,1:Private company,3:South,non-hispanic white,28560.387,66,129,2
0:female,36,"1:Married, sps in hh",17,1:Private company,1:Northeast,non-hispanic white,84054.75,62,150,2
0:female,31,"1:Married, sps in hh",18,6:Self-employed,4:West,non-hispanic white,44152.16,67,130,2
0:female,30,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic white,44152.16,67,125,2
0:female,51,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,84054.75,62,117,2
0:female,33,3:Divorced,16,4:Local Govt emp,3:South,non-hispanic white,23362.873,63,120,2
0:female,41,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic white,84054.75,66,140,2
0:female,38,"1:Married, sps in hh",12,3:State Govt emp,2:Midwest,non-hispanic black,84054.75,68,175,2
0:female,41,"1:Married, sps in hh",12,3:State Govt emp,3:South,non-hispanic white,38925.336,62,160,2
0:female,29,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,84054.75,65,160,2
0:female,40,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic black,84054.75,67,170,2
0:female,29,6:Never Married,16,4:Local Govt emp,2:Midwest,non-hispanic white,23362.873,68,250,2
0:female,41,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,64,135,2
0:female,46,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,84054.75,66,140,2
0:female,52,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,65,130,2
0:female,40,"1:Married, sps in hh",15,1:Private company,1:Northeast,non-hispanic white,33712.969,68,140,2
0:female,27,6:Never Married,16,1:Private company,3:South,non-hispanic white,44152.16,66,130,2
0:female,30,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic black,38925.336,68,501,2
0:female,36,"1:Married, sps in hh",17,1:Private company,4:West,non-hispanic white,84054.75,67,120,2
0:female,49,"1:Married, sps in hh",16,3:State Govt emp,2:Midwest,non-hispanic white,84054.75,66,118,2
0:female,31,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic black,49430.109,67,140,2
0:female,50,3:Divorced,12,4:Local Govt emp,4:West,hispanic,14021.395,67,170,2
0:female,35,"1:Married, sps in hh",16,1:Private company,1:Northeast,hispanic,15081.976,64,240,2
0:female,56,"1:Married, sps in hh",15,1:Private company,1:Northeast,non-hispanic white,84054.75,61,165,2
0:female,33,6:Never Married,16,4:Local Govt emp,4:West,non-hispanic white,44152.16,65,150,2
0:female,40,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,44152.16,69,200,2
0:female,44,"1:Married, sps in hh",17,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,60,115,2
0:female,43,6:Never Married,12,1:Private company,3:South,other,84054.75,59,118,2
0:female,30,6:Never Married,16,1:Private company,2:Midwest,non-hispanic white,33712.969,66,120,2
0:female,30,6:Never Married,16,1:Private company,3:South,non-hispanic white,84054.75,66,150,2
0:female,28,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,84054.75,60,95,2
0:female,30,"1:Married, sps in hh",16,3:State Govt emp,1:Northeast,non-hispanic white,84054.75,66,160,2
0:female,36,"1:Married, sps in hh",17,1:Private company,3:South,non-hispanic black,84054.75,64,125,2
0:female,32,"1:Married, sps in hh",17,1:Private company,1:Northeast,other,28560.387,64,115,2
0:female,37,5:Separated,13,1:Private company,3:South,non-hispanic white,23362.873,70,154,2
0:female,57,5:Separated,17,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,69,150,2
0:female,46,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,38925.336,63,111,2
0:female,43,"1:Married, sps in hh",18,4:Local Govt emp,4:West,non-hispanic white,84054.75,65,160,2
0:female,39,3:Divorced,18,4:Local Govt emp,4:West,non-hispanic white,38925.336,70,178,2
0:female,51,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic white,84054.75,69,145,2
0:female,30,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,49430.109,61,125,2
0:female,27,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,62,110,2
0:female,59,3:Divorced,14,1:Private company,3:South,non-hispanic white,44152.16,72,172,2
0:female,43,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic white,84054.75,65,140,2
0:female,35,"1:Married, sps in hh",16,5:Incorporated bus,1:Northeast,non-hispanic white,33712.969,64,120,2
0:female,56,3:Widowed,15,1:Private company,1:Northeast,non-hispanic white,33712.969,68,170,2
0:female,25,6:Never Married,16,3:State Govt emp,3:South,non-hispanic white,28560.387,63,120,2
0:female,31,"1:Married, sps in hh",17,1:Private company,3:South,non-hispanic white,84054.75,65,145,2
0:female,29,6:Never Married,18,1:Private company,1:Northeast,non-hispanic white,84054.75,69,120,2
0:female,30,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,33712.969,67,190,2
0:female,59,"1:Married, sps in hh",17,6:Self-employed,3:South,non-hispanic white,84054.75,66,150,2
0:female,49,"1:Married, sps in hh",18,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,61,175,2
0:female,38,"1:Married, sps in hh",14,1:Private company,4:West,non-hispanic white,84054.75,66,170,2
0:female,38,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,67,150,2
0:female,25,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic white,84054.75,63,125,2
0:female,25,6:Never Married,16,1:Private company,2:Midwest,non-hispanic white,84054.75,68,145,2
0:female,47,"1:Married, sps in hh",18,5:Incorporated bus,2:Midwest,non-hispanic white,84054.75,63,134,2
0:female,41,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,66,138,2
0:female,37,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,84054.75,68,125,2
0:female,45,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,84054.75,64,160,2
0:female,32,"1:Married, sps in hh",14,1:Private company,1:Northeast,non-hispanic white,28560.387,66,130,2
0:female,48,"1:Married, sps in hh",14,2:Fed Govt emp,1:Northeast,non-hispanic white,38925.336,64,200,2
0:female,30,5:Separated,12,1:Private company,4:West,non-hispanic black,10865.429,67,150,2
0:female,43,"1:Married, sps in hh",17,1:Private company,4:West,non-hispanic white,38925.336,64,205,2
0:female,28,"1:Married, sps in hh",16,3:State Govt emp,1:Northeast,non-hispanic white,84054.75,66,145,2
0:female,28,6:Never Married,13,1:Private company,3:South,non-hispanic white,23362.873,64,120,2
0:female,44,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,84054.75,62,125,2
0:female,44,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,84054.75,63,150,2
0:female,38,3:Divorced,15,3:State Govt emp,4:West,non-hispanic black,49430.109,64,160,2
0:female,46,3:Divorced,16,4:Local Govt emp,3:South,non-hispanic white,38925.336,65,105,2
0:female,42,"1:Married, sps in hh",17,1:Private company,1:Northeast,non-hispanic white,84054.75,67,119,2
0:female,47,6:Never Married,16,1:Private company,1:Northeast,non-hispanic white,84054.75,68,135,2
0:female,26,6:Never Married,16,4:Local Govt emp,2:Midwest,non-hispanic white,28560.387,67,130,2
0:female,43,"1:Married, sps in hh",15,1:Private company,2:Midwest,other,84054.75,59,155,2
0:female,50,"1:Married, sps in hh",17,1:Private company,1:Northeast,non-hispanic white,84054.75,66,140,2
0:female,47,3:Divorced,16,3:State Govt emp,2:Midwest,non-hispanic black,84054.75,62,147,2
0:female,58,3:Widowed,17,4:Local Govt emp,3:South,non-hispanic black,28560.387,65,136,2
0:female,49,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,44152.16,62,135,2
0:female,29,"1:Married, sps in hh",12,4:Local Govt emp,2:Midwest,non-hispanic white,23362.873,65,114,2
0:female,34,"1:Married, sps in hh",18,6:Self-employed,4:West,other,84054.75,61,110,2
0:female,53,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,62,135,2
0:female,36,3:Divorced,14,1:Private company,3:South,non-hispanic white,38925.336,65,140,2
0:female,35,"1:Married, sps in hh",18,3:State Govt emp,3:South,non-hispanic white,84054.75,65,120,2
0:female,31,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,68,160,2
0:female,55,"1:Married, sps in hh",16,3:State Govt emp,3:South,non-hispanic white,84054.75,62,150,2
0:female,54,"1:Married, sps in hh",17,3:State Govt emp,2:Midwest,non-hispanic white,84054.75,63,160,2
0:female,29,"1:Married, sps in hh",12,1:Private company,4:West,non-hispanic white,28560.387,69,228,2
0:female,31,"1:Married, sps in hh",17,4:Local Govt emp,3:South,non-hispanic white,84054.75,65,140,2
0:female,40,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,44152.16,62,180,2
0:female,39,6:Never Married,15,2:Fed Govt emp,2:Midwest,non-hispanic white,44152.16,67,132,2
0:female,30,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,64,175,2
0:female,39,3:Widowed,17,2:Fed Govt emp,2:Midwest,non-hispanic white,84054.75,66,120,2
0:female,31,"1:Married, sps in hh",16,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,65,135,2
0:female,33,"1:Married, sps in hh",18,1:Private company,2:Midwest,non-hispanic white,84054.75,71,200,2
0:female,26,6:Never Married,16,4:Local Govt emp,3:South,non-hispanic white,23362.873,64,118,2
0:female,45,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,64,150,2
0:female,50,"1:Married, sps in hh",16,3:State Govt emp,3:South,non-hispanic white,84054.75,64,140,2
0:female,40,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic black,84054.75,65,190,2
0:female,54,"1:Married, sps in hh",17,1:Private company,2:Midwest,non-hispanic white,84054.75,64,235,2
0:female,41,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,38925.336,61,145,2
0:female,37,"1:Married, sps in hh",16,4:Local Govt emp,4:West,non-hispanic white,84054.75,66,165,2
0:female,56,"1:Married, sps in hh",16,3:State Govt emp,4:West,non-hispanic white,84054.75,69,166,2
0:female,31,"1:Married, sps in hh",17,4:Local Govt emp,4:West,non-hispanic white,84054.75,67,135,2
0:female,41,"1:Married, sps in hh",13,3:State Govt emp,3:South,non-hispanic black,38925.336,69,185,2
0:female,25,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,44152.16,61,140,2
0:female,52,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,84054.75,64,180,2
0:female,25,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,44152.16,65,150,2
0:female,41,"1:Married, sps in hh",18,4:Local Govt emp,4:West,non-hispanic white,44152.16,63,110,2
0:female,48,3:Divorced,17,4:Local Govt emp,3:South,non-hispanic black,33712.969,64,165,2
0:female,46,"1:Married, sps in hh",18,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,65,155,2
0:female,53,3:Divorced,12,1:Private company,1:Northeast,non-hispanic white,49430.109,68,215,2
0:female,47,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic white,84054.75,62,120,2
0:female,44,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,64,115,2
0:female,38,"1:Married, sps in hh",18,4:Local Govt emp,2:Midwest,non-hispanic white,84054.75,66,150,2
0:female,41,"1:Married, sps in hh",18,1:Private company,2:Midwest,non-hispanic white,84054.75,67,132,2
0:female,34,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,69,135,2
0:female,29,"1:Married, sps in hh",16,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,63,98,2
0:female,31,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic black,33712.969,68,250,2
0:female,37,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic white,84054.75,69,120,2
0:female,43,6:Never Married,18,1:Private company,1:Northeast,hispanic,84054.75,64,150,2
0:female,56,"1:Married, sps in hh",16,3:State Govt emp,1:Northeast,non-hispanic white,84054.75,65,170,2
0:female,31,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,64,501,2
0:female,38,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,38925.336,67,501,2
0:female,44,"1:Married, sps in hh",18,4:Local Govt emp,3:South,hispanic,84054.75,62,130,2
0:female,41,"1:Married, sps in hh",17,4:Local Govt emp,4:West,non-hispanic white,49430.109,65,130,2
0:female,36,6:Never Married,13,2:Fed Govt emp,2:Midwest,non-hispanic black,17171.264,63,155,2
0:female,26,6:Never Married,16,3:State Govt emp,3:South,non-hispanic white,84054.75,64,113,2
0:female,36,"2:Married, sps not in hh",12,1:Private company,2:Midwest,non-hispanic white,49430.109,64,125,2
0:female,41,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,69,260,2
0:female,48,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,67,501,2
0:female,44,3:Divorced,12,1:Private company,3:South,non-hispanic white,84054.75,63,200,2
0:female,34,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,49430.109,68,160,2
0:female,41,6:Never Married,18,1:Private company,3:South,non-hispanic white,84054.75,65,135,2
0:female,32,3:Divorced,14,1:Private company,3:South,non-hispanic black,23362.873,67,175,2
0:female,39,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic black,84054.75,61,120,2
0:female,54,"1:Married, sps in hh",18,3:State Govt emp,2:Midwest,non-hispanic white,84054.75,61,139,2
0:female,39,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,68,205,2
0:female,27,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,28560.387,60,122,2
0:female,63,"1:Married, sps in hh",18,3:State Govt emp,4:West,non-hispanic white,33712.969,64,501,2
0:female,46,"1:Married, sps in hh",16,4:Local Govt emp,1:Northeast,non-hispanic white,84054.75,63,160,2
0:female,33,"1:Married, sps in hh",17,1:Private company,4:West,non-hispanic white,33712.969,68,130,2
0:female,33,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,33712.969,65,115,2
0:female,34,"1:Married, sps in hh",15,1:Private company,1:Northeast,non-hispanic white,44152.16,67,145,2
0:female,29,"1:Married, sps in hh",16,6:Self-employed,1:Northeast,non-hispanic white,28560.387,63,117,2
0:female,48,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,64,135,2
0:female,40,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,28560.387,62,140,2
0:female,31,"1:Married, sps in hh",16,4:Local Govt emp,3:South,non-hispanic black,28560.387,69,150,2
0:female,42,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic white,84054.75,62,122,2
0:female,35,"1:Married, sps in hh",16,3:State Govt emp,4:West,hispanic,84054.75,69,134,2
0:female,45,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,64,120,2
0:female,37,"1:Married, sps in hh",14,4:Local Govt emp,4:West,non-hispanic white,19237.195,69,150,2
0:female,59,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,49430.109,67,150,2
0:female,44,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic white,84054.75,65,160,2
0:female,37,"1:Married, sps in hh",18,4:Local Govt emp,3:South,non-hispanic white,49430.109,67,150,2
0:female,30,"1:Married, sps in hh",17,4:Local Govt emp,4:West,non-hispanic white,84054.75,66,130,2
